,bathroom,bedroom,buildingarea,car,date,distance,landsize,lattitude,longtitude,price,propertycount,rooms,type,yearbuilt
6814,2.0,4.0,134.0,2.0,2017-08-26,14.0,447.0,-37.75405,144.82014,537000.0,14042.0,4,2,1996.0
6815,1.0,3.0,189.0,3.0,2017-08-26,8.2,824.0,-37.73797,144.92455,1848000.0,3284.0,3,2,1935.0
6816,2.0,3.0,229.0,2.0,2017-08-26,31.7,755.0,-37.56533,144.71233,605000.0,14092.0,3,2,1996.0
6817,1.0,3.0,95.0,1.0,2017-08-26,10.5,554.0,-37.78514,144.84561,717500.0,3755.0,3,2,1985.0
6818,1.0,3.0,151.0,2.0,2017-08-26,10.2,438.0,-37.83015,145.09035,1715000.0,5457.0,3,2,1906.0
6819,1.0,3.0,103.0,1.0,2017-08-26,18.4,466.0,-37.86744,144.65609,350000.0,10160.0,3,2,2003.0
6820,3.0,5.0,310.0,2.0,2017-08-26,12.4,717.0,-37.7663,145.1132,1400000.0,5420.0,5,2,1963.0
6821,1.0,3.0,151.0,2.0,2017-08-26,7.0,470.0,-37.75937,145.01534,1271000.0,8870.0,3,2,1950.0
6822,1.0,3.0,102.0,1.0,2017-08-26,12.9,607.0,-37.69423,144.88002,540000.0,3296.0,3,2,1970.0
6823,2.0,4.0,200.0,2.0,2017-08-26,14.7,704.0,-37.85639,145.23536,951000.0,5424.0,4,2,1981.0
6824,2.0,4.0,191.0,2.0,2017-08-26,14.7,717.0,-37.86887,145.22116,1330000.0,7082.0,4,2,1980.0
6825,1.0,2.0,79.0,1.0,2017-08-26,14.5,210.0,-37.70657,145.07878,650000.0,2329.0,2,2,2006.0
6826,2.0,4.0,172.0,1.0,2017-08-26,14.7,662.0,-37.89327,144.64789,635000.0,16166.0,4,2,1980.0
6827,2.0,3.0,133.0,2.0,2017-08-26,6.8,333.0,-37.85927,144.87904,1031000.0,6380.0,3,2,1995.0
6828,1.0,4.0,157.0,5.0,2017-08-26,6.8,866.0,-37.85908,144.89299,2500000.0,6380.0,4,2,1920.0
6829,1.0,4.0,112.0,1.0,2017-08-26,6.3,362.0,-37.81188,144.88449,1285000.0,6543.0,4,2,1920.0
6830,1.0,3.0,93.0,1.0,2017-10-07,3.0,159.0,-37.80124,144.99459,1240000.0,4019.0,3,2,1890.0
6831,1.0,3.0,108.0,5.0,2017-10-07,10.4,536.0,-37.72285,144.87539,790000.0,3464.0,3,2,1980.0
6832,1.0,3.0,106.0,2.0,2017-10-07,11.0,534.0,-37.85993,144.8176,940000.0,5301.0,3,2,1940.0
6833,1.0,2.0,97.0,0.0,2017-10-07,4.3,138.0,-37.77529,144.92255,950000.0,6567.0,2,2,1900.0
6834,2.0,3.0,129.0,2.0,2017-10-07,37.5,818.0,-37.66869,144.42379,412000.0,2871.0,3,2,1990.0
6835,4.0,5.0,430.0,4.0,2017-10-07,9.7,660.0,-37.78899,145.07913,3870000.0,7809.0,5,2,2011.0
6836,2.0,3.0,96.0,2.0,2017-10-07,8.8,368.0,-37.75259,145.03621,795000.0,790.0,3,2,1940.0
6837,1.0,3.0,102.0,1.0,2017-10-07,11.4,690.0,-37.93199,145.03939,1210000.0,6795.0,3,2,1950.0
6838,2.0,4.0,163.0,2.0,2017-10-07,11.4,738.0,-37.92727,145.04771,1600000.0,6795.0,4,2,1950.0
6839,2.0,4.0,184.0,3.0,2017-10-07,13.8,248.0,-37.93682,145.0762,1050000.0,10969.0,3,4,1970.0
6840,2.0,3.0,160.0,2.0,2017-10-07,25.0,509.0,-37.84739,145.3024,720500.0,9704.0,3,2,1975.0
6841,1.0,3.0,84.0,3.0,2017-10-07,14.0,690.0,-37.68671,144.93028,642500.0,4294.0,3,2,1960.0
6842,1.0,2.0,103.0,1.0,2017-10-07,14.0,803.0,-37.68333,144.92196,770000.0,4294.0,2,2,1950.0
6843,1.0,2.0,96.0,1.0,2017-10-07,4.0,182.0,-37.77523,144.97479,1200000.0,5533.0,2,2,1880.0
6844,2.0,4.0,142.0,1.0,2017-10-07,12.1,537.0,-37.69667,145.05403,770000.0,10175.0,4,2,1980.0
6845,2.0,2.0,95.0,2.0,2017-10-07,12.1,105.0,-37.678,145.05693,438000.0,10175.0,2,4,2010.0
6846,3.0,5.0,291.0,1.0,2017-10-07,7.7,600.0,-37.84265,145.08199,2235000.0,8920.0,5,2,1935.0
6847,3.0,4.0,189.0,0.0,2017-10-07,7.7,588.0,-37.83411,145.06916,1870000.0,8920.0,4,2,1925.0
6848,1.0,3.0,86.0,1.0,2017-10-07,11.7,332.0,-37.8794,145.10616,882000.0,3582.0,3,2,1950.0
6849,2.0,3.0,0.0,2.0,2017-10-07,17.9,651.0,-37.95683,145.07184,975000.0,9758.0,3,2,1970.0
6850,2.0,3.0,137.0,2.0,2017-10-07,17.9,296.0,-37.9717,145.06601,990000.0,9758.0,3,3,2007.0
6851,1.0,3.0,144.0,2.0,2017-10-07,27.1,860.0,-37.74395,145.31945,765000.0,3789.0,3,2,1980.0
6852,2.0,3.0,147.0,2.0,2017-10-07,17.5,304.0,-37.93869,145.13717,785000.0,4734.0,3,4,2007.0
6853,2.0,4.0,154.0,3.0,2017-10-07,17.5,598.0,-37.95962,145.13565,877500.0,4734.0,4,2,1970.0
6854,1.0,3.0,115.0,1.0,2017-10-07,17.5,598.0,-37.93371,145.11219,955000.0,4734.0,3,2,1970.0
6855,2.0,3.0,138.0,1.0,2017-10-07,6.7,184.0,-37.73748,144.97217,730000.0,11204.0,3,4,2007.0
6856,2.0,3.0,25.0,2.0,2017-10-07,6.7,260.0,-37.72699,144.98418,825000.0,3445.0,3,2,2010.0
6857,2.0,4.0,200.0,2.0,2017-10-07,20.6,650.0,-37.58893,144.9224,625000.0,15510.0,4,2,1994.0
6858,2.0,4.0,140.0,2.0,2017-10-07,20.6,349.0,-37.56828,144.90385,520000.0,15510.0,4,2,2013.0
6859,2.0,4.0,140.0,2.0,2017-10-07,20.6,645.0,-37.58961,144.92845,530000.0,15510.0,4,2,1980.0
6860,2.0,4.0,0.0,2.0,2017-10-07,20.6,448.0,-37.60902,144.91279,590000.0,15510.0,4,2,2009.0
6861,2.0,4.0,237.0,2.0,2017-10-07,20.6,764.0,-37.60438,144.92017,715000.0,15510.0,4,2,2010.0
6862,2.0,4.0,177.0,2.0,2017-10-07,23.0,1267.0,-37.79219,145.29554,1000000.0,11925.0,4,2,1970.0
6863,2.0,4.0,144.0,2.0,2017-10-07,14.0,585.0,-37.66716,144.93495,600000.0,2246.0,4,2,1997.0
6864,2.0,4.0,109.0,2.0,2017-10-07,24.7,558.0,-37.98046,145.20487,570000.0,10894.0,4,2,1960.0
6865,1.0,3.0,134.0,3.0,2017-10-07,24.7,553.0,-37.99994,145.20786,645000.0,10894.0,3,2,1960.0
6866,2.0,4.0,151.0,2.0,2017-10-07,22.2,576.0,-37.98564,145.12715,927000.0,3940.0,4,2,1975.0
6867,2.0,4.0,133.0,1.0,2017-10-07,16.1,733.0,-37.80278,145.17769,969000.0,4790.0,4,2,1980.0
6868,1.0,4.0,166.0,2.0,2017-10-07,16.1,718.0,-37.80111,145.1829,1025000.0,4790.0,4,2,1980.0
6869,2.0,2.0,90.0,1.0,2017-10-07,27.0,722.0,-38.03842,145.11613,715000.0,2546.0,2,2,1960.0
6870,2.0,5.0,265.0,2.0,2017-10-07,18.0,1463.0,-37.72047,145.14964,1560000.0,6990.0,3,2,1999.0
6871,2.0,4.0,180.0,4.0,2017-10-07,18.0,980.0,-37.70946,145.17113,960000.0,6990.0,4,2,1985.0
6872,2.0,3.0,161.0,2.0,2017-10-07,18.0,794.0,-37.72185,145.15299,860000.0,6990.0,3,2,1980.0
6873,1.0,3.0,106.0,2.0,2017-10-07,19.6,583.0,-37.64198,145.03041,570000.0,10926.0,3,2,1980.0
6874,2.0,4.0,230.0,2.0,2017-10-07,19.6,523.0,-37.62245,145.00944,766000.0,10926.0,4,2,2012.0
6875,1.0,3.0,110.0,2.0,2017-10-07,19.6,529.0,-37.65336,145.03721,630000.0,10926.0,3,2,1978.0
6876,2.0,4.0,195.0,2.0,2017-10-07,24.8,677.0,-37.89446,145.27802,860000.0,10788.0,4,2,1990.0
6877,2.0,3.0,104.0,3.0,2017-10-07,24.8,750.0,-37.87093,145.29266,735000.0,10788.0,3,2,1960.0
6878,1.0,1.0,60.0,0.0,2017-10-07,3.6,133.0,-37.78673,144.97899,920000.0,6244.0,1,2,1880.0
6879,1.0,3.0,120.0,1.0,2017-10-07,38.0,644.0,-38.17433,145.13866,563000.0,7566.0,3,2,1970.0
6880,2.0,3.0,116.0,1.0,2017-10-07,45.9,900.0,-37.49317,144.59245,515000.0,3376.0,3,2,1970.0
6881,1.0,3.0,106.0,5.0,2017-10-07,16.7,740.0,-37.89698,145.14398,1100000.0,15321.0,3,2,1960.0
6882,1.0,3.0,123.0,2.0,2017-10-07,16.7,646.0,-37.8956,145.15502,1075000.0,15321.0,3,2,1988.0
6883,1.0,3.0,90.0,3.0,2017-10-07,11.2,609.0,-37.6984,144.91756,780000.0,8870.0,3,2,1960.0
6884,2.0,4.0,240.0,2.0,2017-10-07,11.2,672.0,-37.71136,144.91981,1200000.0,8870.0,4,2,2016.0
6885,2.0,4.0,243.0,2.0,2017-10-07,12.9,406.0,-37.70305,144.89815,900000.0,1071.0,4,2,2005.0
6886,1.0,3.0,117.0,2.0,2017-10-07,16.1,594.0,-37.71643,145.09929,717500.0,8524.0,3,2,1962.0
6887,2.0,4.0,260.0,4.0,2017-10-07,20.4,624.0,-37.62644,144.88999,805000.0,4864.0,4,2,2014.0
6888,2.0,3.0,124.0,2.0,2017-10-07,32.3,787.0,-37.9994,145.25724,645000.0,3728.0,3,2,1980.0
6889,1.0,2.0,72.0,0.0,2017-10-07,6.2,206.0,-37.82224,145.05763,1055000.0,6482.0,2,2,1930.0
6890,1.0,2.0,85.0,1.0,2017-10-07,8.8,622.0,-37.73765,145.05405,760000.0,2947.0,2,2,1950.0
6891,2.0,4.0,265.0,2.0,2017-10-07,11.7,682.0,-37.75003,144.87261,1150000.0,5629.0,4,2,1980.0
6892,2.0,4.0,160.0,2.0,2017-10-07,25.2,438.0,-37.98588,145.16307,800000.0,8459.0,4,2,1975.0
6893,1.0,3.0,107.0,1.0,2017-10-07,26.0,353.0,-37.7969,145.30507,657000.0,4654.0,3,2,1960.0
6894,2.0,3.0,123.0,0.0,2017-10-07,23.3,752.0,-37.88826,145.24469,795000.0,2949.0,3,2,1970.0
6895,1.0,3.0,184.0,2.0,2017-10-07,16.3,722.0,-37.6653,145.0211,779000.0,8279.0,3,2,1970.0
6896,3.0,5.0,309.0,2.0,2017-10-07,14.6,4786.0,-37.73565,145.12246,2287500.0,1624.0,5,2,2000.0
6897,2.0,3.0,136.0,2.0,2017-10-07,17.4,748.0,-37.64477,144.92889,525000.0,4704.0,3,2,1990.0
6898,2.0,4.0,156.0,2.0,2017-10-07,31.7,650.0,-37.67537,144.58828,395000.0,3600.0,4,2,1973.0
6899,2.0,4.0,189.0,1.0,2017-10-07,29.8,763.0,-37.70664,144.57978,407000.0,4718.0,4,2,1970.0
6900,3.0,5.0,241.0,2.0,2017-10-07,20.0,685.0,-37.97761,145.07659,1150000.0,6162.0,5,2,1975.0
6901,2.0,3.0,140.0,2.0,2017-10-07,17.9,620.0,-37.6703,145.06791,668000.0,10529.0,3,2,1980.0
6902,2.0,5.0,183.0,2.0,2017-10-07,16.2,1007.0,-37.72196,145.1134,850000.0,3891.0,5,2,1950.0
6903,2.0,4.0,232.0,0.0,2017-10-07,31.6,964.0,-37.78356,145.39115,655000.0,3532.0,4,2,1980.0
6904,1.0,3.0,132.0,2.0,2017-10-07,14.2,676.0,-37.87148,145.12866,1470000.0,13366.0,3,2,1965.0
6905,1.0,2.0,79.0,1.0,2017-10-07,6.2,379.0,-37.84836,144.87408,736500.0,5498.0,2,2,1950.0
6906,2.0,3.0,120.0,2.0,2017-10-07,6.2,496.0,-37.83491,144.86864,1040000.0,5498.0,3,2,1940.0
6907,2.0,3.0,159.0,2.0,2017-10-07,6.2,330.0,-37.84795,144.87468,980000.0,5498.0,3,2,2017.0
6908,2.0,5.0,222.0,1.0,2017-10-07,6.2,374.0,-37.84507,144.8792,1570000.0,5498.0,5,2,1930.0
6909,1.0,3.0,133.0,1.0,2017-10-07,6.2,364.0,-37.8458,144.88896,1300000.0,5498.0,3,2,1910.0
6910,1.0,2.0,380.0,1.0,2017-10-07,10.4,650.0,-37.74016,144.88805,1410000.0,2291.0,2,2,2016.0
6911,1.0,3.0,119.0,2.0,2017-10-07,15.4,586.0,-37.81028,145.17456,1056000.0,4973.0,3,2,1960.0
6912,2.0,4.0,174.0,2.0,2017-10-07,15.5,702.0,-37.91383,145.10332,1000000.0,3692.0,4,2,1970.0
6913,2.0,4.0,185.0,2.0,2017-10-07,15.5,536.0,-37.93006,145.08143,813500.0,3692.0,4,2,1980.0
6914,2.0,3.0,138.0,2.0,2017-10-07,21.5,301.0,-37.98639,145.07367,1365000.0,5087.0,3,2,1950.0
6915,2.0,3.0,126.0,2.0,2017-10-07,14.7,300.0,-37.91375,144.76608,500500.0,15542.0,3,2,2017.0
6916,3.0,4.0,325.0,2.0,2017-10-07,14.7,978.0,-37.89157,144.7584,1060000.0,15542.0,4,2,2003.0
6917,2.0,5.0,320.0,2.0,2017-10-07,14.7,529.0,-37.90486,144.7436,940000.0,15542.0,5,2,2009.0
6918,2.0,4.0,175.0,3.0,2017-10-07,8.4,655.0,-37.73661,145.01725,1331000.0,14577.0,4,2,1920.0
6919,1.0,3.0,92.0,0.0,2017-10-07,12.0,663.0,-37.7303,145.02514,825000.0,21650.0,3,2,1950.0
6920,1.0,2.0,90.0,2.0,2017-10-07,12.0,469.0,-37.72502,145.00089,945000.0,21650.0,2,2,1930.0
6921,1.0,2.0,68.0,0.0,2017-10-07,2.4,132.0,-37.82105,145.0068,1055000.0,14949.0,2,2,1890.0
6922,2.0,3.0,59.0,0.0,2017-10-07,2.4,99.0,-37.81068,144.99394,850000.0,14949.0,3,2,1900.0
6923,1.0,4.0,131.0,2.0,2017-10-07,19.9,773.0,-37.79259,145.22801,942000.0,3619.0,4,2,1980.0
6924,2.0,4.0,170.0,2.0,2017-10-07,20.6,553.0,-37.62988,144.93295,600000.0,5833.0,4,2,2010.0
6925,2.0,4.0,211.0,2.0,2017-10-07,20.6,653.0,-37.63105,144.92753,688500.0,5833.0,4,2,2000.0
6926,2.0,3.0,111.0,2.0,2017-10-07,15.5,530.0,-37.87734,144.75504,570000.0,1793.0,3,2,2000.0
6927,1.0,3.0,131.0,2.0,2017-10-07,35.4,630.0,-38.09995,145.12863,790000.0,8077.0,3,2,1968.0
6928,1.0,2.0,75.0,1.0,2017-10-07,5.1,256.0,-37.80389,144.88711,817000.0,2417.0,2,2,1900.0
6929,2.0,4.0,174.0,3.0,2017-10-07,20.5,640.0,-37.63931,145.06568,621000.0,7969.0,4,2,2004.0
6930,1.0,3.0,125.0,2.0,2017-10-07,31.7,807.0,-37.57681,144.72245,677000.0,14092.0,3,2,1970.0
6931,1.0,3.0,111.0,2.0,2017-10-07,10.5,695.0,-37.78561,144.80739,700000.0,6763.0,3,2,1970.0
6932,2.0,4.0,187.0,2.0,2017-10-07,10.5,903.0,-37.80053,144.80459,702500.0,6763.0,4,2,2002.0
6933,2.0,3.0,144.0,2.0,2017-10-07,10.2,628.0,-37.82091,145.09543,1901000.0,5457.0,3,2,1950.0
6934,2.0,3.0,128.0,2.0,2017-10-07,18.0,251.0,-37.71202,144.75072,490000.0,4242.0,3,2,2009.0
6935,2.0,4.0,236.0,2.0,2017-10-07,18.0,663.0,-37.715,144.74771,690000.0,4242.0,4,2,2005.0
6936,2.0,4.0,182.0,2.0,2017-10-07,18.0,655.0,-37.70936,144.76098,695000.0,4242.0,4,2,2004.0
6937,1.0,3.0,179.0,6.0,2017-10-07,7.0,664.0,-37.7602,145.00535,1500000.0,8870.0,3,2,1915.0
6938,2.0,4.0,226.0,2.0,2017-10-07,18.4,601.0,-37.83909,144.70557,667000.0,5811.0,4,2,2013.0
6939,2.0,4.0,144.0,2.0,2017-10-07,14.7,874.0,-37.86416,145.23162,1065800.0,5424.0,4,2,1980.0
6940,2.0,3.0,134.0,2.0,2017-10-07,14.5,664.0,-37.70595,145.08493,1035000.0,2329.0,3,2,1952.0
6941,2.0,4.0,154.0,2.0,2017-10-07,14.5,534.0,-37.69368,145.08811,806000.0,1442.0,4,2,1990.0
6942,2.0,3.0,0.0,2.0,2017-10-07,14.7,580.0,-37.90136,144.66925,550000.0,16166.0,3,2,1980.0
6943,1.0,3.0,125.0,2.0,2017-10-07,6.8,535.0,-37.86205,144.88557,1760000.0,6380.0,3,2,1950.0
6944,2.0,3.0,150.0,2.0,2017-10-07,25.5,162.0,-37.62134,145.02416,478000.0,2940.0,3,4,2011.0
6945,1.0,3.0,103.0,1.0,2017-10-07,27.2,555.0,-37.8928,144.62336,457000.0,5262.0,3,2,1980.0
6946,2.0,4.0,135.0,2.0,2017-10-07,6.3,406.0,-37.8148,144.88115,1561000.0,6543.0,4,2,1950.0
6947,2.0,3.0,130.0,1.0,2017-10-14,10.4,548.0,-37.72741,144.87919,730000.0,3464.0,3,2,2017.0
6948,2.0,3.0,160.0,2.0,2017-10-14,10.4,616.0,-37.72367,144.87059,770000.0,3464.0,3,2,1960.0
6949,1.0,3.0,100.0,2.0,2017-10-14,10.4,540.0,-37.72459,144.87406,805000.0,3464.0,3,2,1960.0
6950,1.0,2.0,77.0,0.0,2017-10-14,3.0,122.0,-37.84588,144.95559,1330000.0,3280.0,2,2,1890.0
6951,3.0,4.0,266.0,1.0,2017-10-14,3.0,177.0,-37.84787,144.95333,3600000.0,3280.0,4,2,1890.0
6952,1.0,3.0,132.0,2.0,2017-10-14,5.7,595.0,-37.77112,145.02893,1550000.0,2211.0,3,2,1940.0
6953,1.0,3.0,197.0,3.0,2017-10-14,12.8,642.0,-37.7753,144.7994,615000.0,1281.0,3,2,1970.0
6954,1.0,3.0,136.0,2.0,2017-10-14,6.3,387.0,-37.86106,145.02513,1895000.0,4836.0,3,2,1915.0
6955,1.0,3.0,170.0,2.0,2017-10-14,4.3,619.0,-37.7755,144.9275,1635000.0,6567.0,3,2,1930.0
6956,2.0,4.0,233.0,2.0,2017-10-14,10.2,572.0,-37.86688,145.06925,2005000.0,3052.0,4,2,1930.0
6957,1.0,3.0,96.0,1.0,2017-10-14,9.5,595.0,-37.76342,144.86305,785000.0,4502.0,3,2,1950.0
6958,1.0,3.0,100.0,2.0,2017-10-14,7.9,317.0,-37.81266,145.09329,1425000.0,5682.0,3,2,1994.0
6959,4.0,5.0,437.0,3.0,2017-10-14,7.9,611.0,-37.8184,145.08624,3600000.0,5682.0,5,2,2017.0
6960,1.0,3.0,154.0,2.0,2017-10-14,9.7,622.0,-37.78144,145.07996,1500000.0,7809.0,3,2,1952.0
6961,2.0,4.0,0.0,1.0,2017-10-14,9.7,620.0,-37.78396,145.07942,1500000.0,7809.0,4,2,1965.0
6962,1.0,3.0,93.0,3.0,2017-10-14,8.8,793.0,-37.7537,145.03382,1113000.0,790.0,3,2,1955.0
6963,1.0,3.0,131.0,2.0,2017-10-14,11.4,554.0,-37.91655,145.04525,1630000.0,6795.0,3,2,1960.0
6964,1.0,3.0,0.0,2.0,2017-10-14,11.4,569.0,-37.91456,145.04109,1730000.0,6795.0,3,2,1940.0
6965,3.0,4.0,353.0,2.0,2017-10-14,11.4,560.0,-37.91324,145.02513,2260000.0,6795.0,4,2,2008.0
6966,1.0,3.0,200.0,3.0,2017-10-14,13.8,560.0,-37.93016,145.0726,1160000.0,10969.0,3,2,1960.0
6967,2.0,3.0,99.0,3.0,2017-10-14,13.8,402.0,-37.92066,145.0669,1000000.0,10969.0,3,2,1970.0
6968,2.0,3.0,107.0,1.0,2017-10-14,35.2,530.0,-38.05146,145.33143,530000.0,17093.0,3,2,1996.0
6969,1.0,3.0,116.0,1.0,2017-10-14,16.1,789.0,-37.70216,145.12039,785000.0,1390.0,3,2,1989.0
6970,3.0,5.0,176.0,1.0,2017-10-14,5.2,320.0,-37.75587,144.95246,1150000.0,11918.0,5,2,1920.0
6971,2.0,4.0,119.0,2.0,2017-10-14,7.7,608.0,-37.84954,145.0924,1700000.0,8920.0,4,2,1940.0
6972,1.0,3.0,173.0,2.0,2017-10-14,3.5,392.0,-37.7846,144.96995,1650000.0,3106.0,2,2,1910.0
6973,2.0,3.0,130.0,2.0,2017-10-14,8.7,306.0,-37.88854,145.01938,1655000.0,5051.0,3,2,2005.0
6974,3.0,3.0,173.0,1.0,2017-10-14,17.9,333.0,-37.96763,145.06247,1255000.0,9758.0,3,2,2017.0
6975,2.0,3.0,132.0,2.0,2017-10-14,17.9,529.0,-37.97122,145.08125,860000.0,9758.0,3,2,1975.0
6976,1.0,2.0,97.0,2.0,2017-10-14,17.5,785.0,-37.93474,145.11918,955000.0,4734.0,2,2,1960.0
6977,2.0,4.0,160.0,1.0,2017-10-14,6.7,515.0,-37.75485,144.9684,1222000.0,11204.0,4,2,1975.0
6978,1.0,3.0,111.0,2.0,2017-10-14,6.7,502.0,-37.75014,144.96583,990000.0,11204.0,3,2,1910.0
6979,1.0,4.0,132.0,0.0,2017-10-14,17.4,628.0,-37.65776,144.92875,555000.0,1124.0,4,2,1970.0
6980,1.0,3.0,89.0,1.0,2017-10-14,17.4,553.0,-37.66432,144.93536,451000.0,1124.0,3,2,1970.0
6981,2.0,3.0,149.0,1.0,2017-10-14,20.6,294.0,-37.57799,144.91202,473000.0,15510.0,3,2,2011.0
6982,2.0,4.0,201.0,2.0,2017-10-14,20.6,754.0,-37.57239,144.92714,720000.0,15510.0,4,2,2006.0
6983,2.0,3.0,136.0,2.0,2017-10-14,20.6,448.0,-37.5821,144.90751,568000.0,15510.0,3,2,2009.0
6984,2.0,5.0,200.0,2.0,2017-10-14,23.0,983.0,-37.79189,145.29661,880000.0,11925.0,5,2,1975.0
6985,1.0,3.0,105.0,1.0,2017-10-14,23.0,864.0,-37.784,145.27006,855000.0,11925.0,3,2,1979.0
6986,2.0,3.0,208.0,2.0,2017-10-14,23.0,864.0,-37.76402,145.27346,1175000.0,2985.0,3,2,2012.0
6987,1.0,3.0,92.0,3.0,2017-10-14,14.0,582.0,-37.67454,144.93339,506000.0,2246.0,3,2,1960.0
6988,3.0,3.0,221.0,2.0,2017-10-14,12.4,681.0,-37.76941,145.13325,1351000.0,9028.0,3,2,1985.0
6989,2.0,4.0,188.0,2.0,2017-10-14,14.3,864.0,-37.77875,145.17409,1330000.0,10999.0,4,2,1970.0
6990,2.0,2.0,0.0,2.0,2017-10-14,16.1,758.0,-37.79883,145.17337,1070000.0,4790.0,2,2,1980.0
6991,1.0,3.0,139.0,2.0,2017-10-14,7.2,923.0,-37.88926,145.01249,3050000.0,4898.0,3,2,1916.0
6992,2.0,4.0,156.0,2.0,2017-10-14,28.5,669.0,-37.97571,145.24914,685000.0,8443.0,4,2,1977.0
6993,2.0,4.0,224.0,2.0,2017-10-14,19.6,614.0,-37.63291,145.03706,621000.0,10926.0,4,2,2006.0
6994,1.0,3.0,133.0,1.0,2017-10-14,19.6,555.0,-37.64294,145.02765,631000.0,10926.0,3,2,1966.0
6995,1.0,3.0,126.0,3.0,2017-10-14,13.1,570.0,-37.70807,144.97282,840000.0,5070.0,3,2,1968.0
6996,1.0,3.0,109.0,1.0,2017-10-14,13.1,671.0,-37.69571,144.96064,775000.0,5070.0,3,2,1960.0
6997,2.0,3.0,143.0,2.0,2017-10-14,5.1,162.0,-37.8007,144.88207,860000.0,7570.0,3,2,2015.0
6998,2.0,4.0,238.0,1.0,2017-10-14,5.1,593.0,-37.79363,144.89427,1450000.0,7570.0,4,2,1910.0
6999,1.0,2.0,105.0,2.0,2017-10-14,5.1,231.0,-37.79612,144.88783,868000.0,7570.0,2,2,1940.0
7000,2.0,4.0,216.0,2.0,2017-10-14,15.4,851.0,-37.83645,145.1603,1190000.0,4385.0,4,2,1960.0
7001,2.0,4.0,137.0,2.0,2017-10-14,15.4,586.0,-37.84006,145.16568,1088000.0,4385.0,4,2,1970.0
7002,2.0,3.0,165.0,2.0,2017-10-14,45.9,21600.0,-37.4983,144.60554,820000.0,3376.0,3,2,1960.0
7003,1.0,3.0,115.0,1.0,2017-10-14,12.9,606.0,-37.6995,144.89012,610000.0,3285.0,3,2,1980.0
7004,4.0,5.0,418.0,2.0,2017-10-14,16.7,788.0,-37.8693,145.17012,2670000.0,15321.0,5,2,2015.0
7005,1.0,3.0,92.0,1.0,2017-10-14,11.2,580.0,-37.69913,144.92563,752000.0,8870.0,3,2,1960.0
7006,1.0,3.0,105.0,1.0,2017-10-14,16.1,594.0,-37.70986,145.09941,700000.0,8524.0,3,2,1970.0
7007,1.0,3.0,111.0,2.0,2017-10-14,16.1,358.0,-37.69996,145.09199,652000.0,8524.0,3,2,1996.0
7008,2.0,3.0,197.0,1.0,2017-10-14,13.8,544.0,-37.94311,145.01272,2095000.0,5454.0,3,2,1920.0
7009,3.0,4.0,272.0,1.0,2017-10-14,5.3,558.0,-37.82215,145.02077,2800000.0,11308.0,4,2,1900.0
7010,1.0,4.0,111.0,2.0,2017-10-14,18.4,589.0,-37.86993,144.68008,525000.0,13830.0,4,2,1980.0
7011,2.0,4.0,152.0,2.0,2017-10-14,18.4,595.0,-37.85075,144.67383,565000.0,13830.0,4,2,1990.0
7012,2.0,3.0,134.0,2.0,2017-10-14,12.3,354.0,-37.90468,145.08213,1250000.0,3145.0,3,2,1920.0
7013,1.0,3.0,76.0,0.0,2017-10-14,14.0,723.0,-37.69064,144.91105,570000.0,851.0,3,2,1960.0
7014,1.0,4.0,168.0,0.0,2017-10-14,15.5,659.0,-37.71988,144.81086,700000.0,3656.0,4,2,1983.0
7015,1.0,3.0,135.0,2.0,2017-10-14,11.7,624.0,-37.74588,144.87044,915000.0,5629.0,3,2,1970.0
7016,2.0,3.0,168.0,2.0,2017-10-14,11.7,310.0,-37.74804,144.87039,990000.0,5629.0,3,2,2010.0
7017,1.0,3.0,115.0,1.0,2017-10-14,11.7,607.0,-37.73129,144.86556,700000.0,5629.0,3,2,1960.0
7018,2.0,4.0,157.0,2.0,2017-10-14,5.4,714.0,-37.79757,145.04323,1720000.0,10331.0,4,2,1945.0
7019,2.0,4.0,248.0,2.0,2017-10-14,7.3,650.0,-37.79135,145.04348,2000000.0,2671.0,4,2,1940.0
7020,2.0,4.0,202.0,2.0,2017-10-14,7.3,583.0,-37.79437,145.03984,1850000.0,2671.0,4,2,1980.0
7021,2.0,3.0,150.0,1.0,2017-10-14,16.3,555.0,-37.66281,145.01185,685500.0,8279.0,3,2,1960.0
7022,2.0,4.0,212.0,2.0,2017-10-14,4.3,476.0,-37.76485,144.88545,1190000.0,4918.0,4,2,2001.0
7023,1.0,3.0,104.0,2.0,2017-10-14,29.8,605.0,-37.70486,144.5728,450000.0,4718.0,3,2,1985.0
7024,2.0,4.0,173.0,2.0,2017-10-14,31.7,601.0,-37.66513,144.55075,530000.0,6065.0,4,2,2012.0
7025,2.0,4.0,210.0,2.0,2017-10-14,31.7,888.0,-37.67234,144.54543,630000.0,6065.0,4,2,2007.0
7026,2.0,4.0,144.0,2.0,2017-10-14,20.0,590.0,-37.98019,145.09049,950000.0,6162.0,4,2,1970.0
7027,3.0,4.0,141.0,2.0,2017-10-14,20.0,741.0,-37.9839,145.05638,1800000.0,6162.0,4,2,1935.0
7028,2.0,3.0,100.0,1.0,2017-10-14,25.9,212.0,-37.59783,145.08033,460000.0,5812.0,3,2,2014.0
7029,2.0,4.0,140.0,2.0,2017-10-14,25.9,400.0,-37.60312,145.06633,517500.0,5812.0,4,2,2012.0
